Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
O43399	O43399;A0A087WZ51	TPD54_HUMAN	TPD52L2	Tumor protein D54	7.43629e+06	7.76055e+06	7.44074e+06	7.51257e+06	7.7597e+06	7.75488e+06	7.292e+06	7.25299e+06	7.72829e+06	7.34411e+06	6.95463e+06	8.06938e+06	7.23286e+06	6.05215e+06	6.01715e+06	6.03902e+06	6.67058e+06	6.40294e+06	6.38234e+06	6.02368e+06	6.41232e+06	6.2343e+06	6.568e+06	6.09447e+06	5.53372e+06	5.31244e+06	6.3083e+06	6.01326e+06	5.89965e+06	6.16851e+06	5.22659e+06	4.6572e+06	5.47968e+06	5.61699e+06	5.69027e+06	5.78344e+06	5.92441e+06	5.59065e+06	5.98623e+06	5.19962e+06	6.43318e+06	5.94554e+06	5.72391e+06	6.08441e+06	6.11104e+06	5.9569e+06	6.07305e+06	4.27864e+06	4.03533e+06	3.87135e+06	4.76906e+06
O43402	O43402;M0R1B0	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	398320	124670	245863	124518	309052	201559	160687	136524	87506.9	238440	160452	180365	159821	122338	196342	230623	116519	154117	137880	178750	37913.8	104916	178860	85538.2	145855	125276	325150	189068	101880	167629	319398	243716	85254.7			190662		347198	357635		324784	129454	68570.5	131192	251662		120959	257341	181236	85424.6	337948
O43405	O43405;A0A2R8Y3T0;A0A2U3TZE7;G3V5V4	COCH_HUMAN	COCH	Cochlin	70142		52247.8				55257.6				52598.6		73029.9		78974.7	36298.3	58431.2		122364	102846	42922.4	98680.4	121602	80227.3	136702			108773	93253.6	68261.5	80272.7	90806.8	89866.5	83585.1	246109	293843	225755	192671	228503	216143	214772	193020	156287	208302	235795	206845	179173	127185	167651	195920	184310
O43426	O43426;A0A0D9SGJ6;C9J1Z6;C9JFZ1;C9JW66;J3KPK1;J3KQV8	SYNJ1_HUMAN	SYNJ1	Synaptojanin-1	193158	121499	102825	89583.4	115136	115355	170564	99055.3	97844.4	158194	92304.2	165512	136339	87616.2	159904	206924	100792	86232	85517.9	68273.7	59644.6	118996	109115	98298.4	111358	93750	79648	61697.9	61528.1	104212	103633	84606.7	102244	91734.3	97070	75255.3	91520.9	184900	139810	115932	131306	193648	97524.6	77003.1	149723	91564	115895	113182	122021	158053	115287
O43427	O43427;E9PJW6;E9PSD3	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	283759	272506	221385	174760	333763	183955	223781	233460	214705	228675	285447	304956	217231	420599	566051	552093	377706	341743	194694	344262	228671	253377	239433	237117	308408	279916	260620	233455	222114	375760	342660	472646	511492	442280	380199	323657	270262	219394	303557	301791	400536	198625	310723	160013	216972	366736	305081	393573	534542	480924	538521
O43432	O43432;A0A0A0MSA7;A0A0U1RQK7	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3							217578	153292	210295	175714	318048				203022	380718		164669	192116			110562		201864		159654		249286		232376		416216		201876		41207.6	82581.3				111904	55622.2	255660		195771	247763	191081		148412		
O43447	O43447;A6NM32;C9JQD4	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	306215	312241	364970	269036	231889	276748	273320	305630	377844	371432	280080	222403	425883	246825	400805	125838	142596	467614	434157	453497	418502	416445	457001	456213	501454	328778	549206	507001	358412	353174	542654	349894	265953	364500	239401	221424	446743	290967	406565	169192	371194	327231	282266	324349	341102	363943	395306	591507	336873	286931	294780
O43464	O43464;P83110;A0A0C4DG44	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	1.01185e+06	787697	847529	838234	1.17682e+06	871584	1.20594e+06	826573	782447	933871	977732	601986	995896	1.07853e+06	1.1922e+06	872351	1.07039e+06	749698	1.04843e+06	868733	792078	952364	1.02448e+06	963880	1.00229e+06	829541	799908	998333	907660	995135	884182	732254	924278	1.49863e+06	847884	1.03824e+06	963327	651996	1.20814e+06	911701	785118	1.10191e+06	895054	785530	895397	1.21892e+06	1.28404e+06	1.17166e+06	1.25276e+06	1.08097e+06	1.61233e+06
O43488	O43488;H3BLU7	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	7.64904e+06	7.02675e+06	7.44621e+06	7.55184e+06	7.65357e+06	7.67595e+06	7.17549e+06	7.21203e+06	7.62056e+06	7.80151e+06	7.4233e+06	7.26713e+06	7.68117e+06	6.85808e+06	7.75421e+06	7.32478e+06	7.41291e+06	7.57238e+06	7.32794e+06	7.59347e+06	7.13816e+06	7.73594e+06	7.70452e+06	7.80248e+06	7.43207e+06	7.80859e+06	7.53872e+06	7.40227e+06	7.6295e+06	7.47781e+06	7.30031e+06	7.61563e+06	7.62221e+06	8.12234e+06	9.29447e+06	9.07482e+06	9.30914e+06	9.90013e+06	9.49063e+06	8.58813e+06	9.19895e+06	9.92453e+06	9.29585e+06	9.62647e+06	9.52703e+06	9.18448e+06	9.12036e+06	8.70209e+06	8.07299e+06	8.32378e+06	9.50832e+06
O43493	O43493;A0A5F9UY30;A0A5H1ZRP2	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	244210	618705	448757	597668	527418	538184	692778	680809	586305	538337	545335	583009	688144	527816	518979	445450	304467	886304	903886	821221	832993	853097	792703	848086	850788	852098	784224	865732	774992	833289	796820	702858	612148	536659	475528	712696	724936	636337	778671	758213	783884	703938	812877	692069	756211	786539	678590	709001	599182	523992	556084
O43504	O43504;A0A0C4DGV4;E9PLX3;R4GMU8	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	1.1693e+06	1.35667e+06	1.23886e+06	1.4576e+06	1.53532e+06	1.74966e+06	1.46777e+06	1.37794e+06	1.65821e+06	1.12287e+06	1.30187e+06	1.78837e+06	1.57886e+06	1.01155e+06	1.45312e+06	1.382e+06	1.55499e+06	1.65724e+06	1.61179e+06	1.88679e+06	1.40232e+06	1.79515e+06	1.67456e+06	1.59248e+06	1.56539e+06	1.59348e+06	1.54393e+06	1.74498e+06	1.50681e+06	1.85437e+06	708228	788621	1.11228e+06	1.10885e+06	1.37739e+06	1.98037e+06	1.03404e+06	1.40554e+06	1.65659e+06	1.42357e+06	1.95931e+06	1.91266e+06	1.99479e+06	1.94542e+06	2.12324e+06	1.77585e+06	1.42948e+06	777085	1.14964e+06	1.32205e+06	1.41812e+06
O43516	O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1	5.46634e+06	5.67463e+06	5.21229e+06	5.68881e+06	5.73136e+06	5.51888e+06	5.54584e+06	5.32639e+06	5.6326e+06	5.68992e+06	5.28925e+06	5.63025e+06	5.17364e+06	3.68146e+06	3.98956e+06	3.69067e+06	4.31973e+06	5.88199e+06	6.25854e+06	6.06097e+06	5.94099e+06	6.30473e+06	6.27867e+06	6.25613e+06	5.88592e+06	6.29994e+06	6.25179e+06	6.06542e+06	5.84815e+06	6.13218e+06	3.97345e+06	4.33881e+06	4.30584e+06	4.44637e+06	6.83342e+06	6.86275e+06	6.75669e+06	5.62802e+06	6.89205e+06	7.64996e+06	7.57032e+06	6.74103e+06	6.7642e+06	6.88918e+06	7.33799e+06	7.6082e+06	7.13271e+06	4.99756e+06	4.95159e+06	4.59675e+06	5.38538e+06
O43561	O43561;H3BQD8	LAT_HUMAN	LAT	Linker for activation of T-cells family member 1	3.94272e+06	4.09377e+06	3.86413e+06	3.99141e+06	4.17895e+06	4.12167e+06	3.98181e+06	4.04232e+06	3.88963e+06	3.792e+06	3.98886e+06	3.91967e+06	3.94113e+06	3.80169e+06	3.53975e+06	3.84017e+06	4.06449e+06	3.58655e+06	3.54344e+06	3.73121e+06	3.71752e+06	3.43823e+06	3.39363e+06	3.49017e+06	3.51402e+06	3.60471e+06	3.59371e+06	3.7627e+06	3.86199e+06	3.48703e+06	3.16425e+06	3.61985e+06	3.34688e+06	2.08159e+06	1.59423e+06	1.37809e+06	1.915e+06	1.40273e+06	934973	1.46885e+06	1.62357e+06	1.45593e+06	1.46412e+06	2.2452e+06	1.57638e+06	1.4696e+06	1.51105e+06	1.29103e+06	1.41824e+06	1.37022e+06	1.74792e+06
O43583	O43583	DENR_HUMAN	DENR	Density-regulated protein	1.61786e+06	1.89728e+06	1.71883e+06	1.81503e+06	1.4604e+06	1.7285e+06	1.55587e+06	1.89979e+06	1.95789e+06	1.63637e+06	1.57786e+06	1.69208e+06	1.64557e+06	1.42011e+06	1.38137e+06	1.15204e+06	871536	1.54893e+06	1.80181e+06	1.65248e+06	1.62199e+06	1.7361e+06	1.72372e+06	1.60408e+06	1.58215e+06	1.76439e+06	1.78027e+06	1.78056e+06	1.71947e+06	1.5119e+06	1.57547e+06	1.64369e+06	1.29266e+06	1.3629e+06	1.07667e+06	1.45704e+06	1.38122e+06	1.19618e+06	1.31148e+06	1.45323e+06	1.07534e+06	1.72577e+06	1.57282e+06	1.56731e+06	1.53049e+06	1.42679e+06	1.65788e+06	1.4905e+06	1.25159e+06	1.10336e+06	1.30723e+06
O43592	O43592;F8WDU6	XPOT_HUMAN	XPOT	Exportin-T	95637.6	78892.3	156383	147258	130121	129120	186734	262798	168717	123403	138792	51612.5	98949.7	293665	241419	360445	270803	130933	234535	66118.2	73138.8	98478.4	99042.1	80499.5	60224.9	88436.6	134986	56108.4	156818	136624	372751	204307	284312	279778		132236	180797	87592.6			116175	133017	111264	117122		73610.2	176876	390737	274250	204890	258050
O43598	O43598;H0Y8X4	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1.54411e+06	1.65416e+06	1.461e+06	1.90815e+06	1.52528e+06	2.04824e+06	1.78537e+06	1.85465e+06	1.75908e+06	2.05339e+06	1.8958e+06	1.7817e+06	2.2049e+06	861639	1.6408e+06	1.52831e+06	936218	1.80286e+06	1.80861e+06	1.36413e+06	1.44758e+06	1.63969e+06	1.90118e+06	1.5065e+06	1.82814e+06	1.65379e+06	1.9212e+06	1.81781e+06	1.84993e+06	1.80046e+06	1.33292e+06	1.62043e+06	1.41837e+06	1.21047e+06	1.4125e+06	1.25098e+06	1.10966e+06	1.21941e+06	1.44448e+06	1.66796e+06	1.62626e+06	1.36692e+06	1.45483e+06	1.48148e+06	1.28685e+06	1.80736e+06	335065	1.30014e+06	1.45653e+06	1.43615e+06	1.03938e+06
O43615	O43615;M0QXU7	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	550829	333043	398618	509106	380519	476671	519226	290873	433303	420751	483584	480990	404653	518754	465701	551645	404193	575459	434728	608521	380209	562595	583818	461101	490664	430012	372891	526719	507388	637878	507846	780587	561661	501325	596920	457551	667586	450277	448354	654098	624618	534082	474156	485607	422921	610095	543389	491403	667042	536175	567493
O43617	O43617;A0A087WWM0;A0A087WYS5	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1.51395e+06	1.34069e+06	1.58002e+06	1.70608e+06	1.82818e+06	1.64952e+06	1.53532e+06	1.68378e+06	1.65228e+06	1.67758e+06	1.69773e+06	1.6112e+06	1.52996e+06	2.01278e+06	2.09075e+06	1.87388e+06	2.12419e+06	1.76058e+06	1.48626e+06	1.61072e+06	1.80129e+06	1.80503e+06	1.69469e+06	1.478e+06	1.63771e+06	1.65551e+06	1.59545e+06	1.69007e+06	1.59646e+06	1.76664e+06	2.14219e+06	1.98389e+06	1.9562e+06	2.00566e+06	1.95139e+06	2.02042e+06	1.68394e+06	1.66998e+06	1.80968e+06	1.62285e+06	1.8002e+06	1.936e+06	1.92836e+06	1.72036e+06	1.45704e+06	1.8952e+06	1.7762e+06	2.27057e+06	2.09264e+06	1.98685e+06	2.37305e+06
O43633	O43633;M0QXX8;M0R1L7	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	3.92961e+06	4.35728e+06	4.53369e+06	4.46174e+06	3.82878e+06	3.93867e+06	4.15554e+06	4.3409e+06	4.41974e+06	4.35716e+06	4.24886e+06	4.32328e+06	4.38624e+06	4.90631e+06	4.41196e+06	3.96177e+06	4.37115e+06	3.9845e+06	3.64657e+06	3.79873e+06	4.0667e+06	3.46498e+06	3.81726e+06	3.97526e+06	3.85857e+06	3.54518e+06	3.7745e+06	4.06952e+06	4.14403e+06	3.66355e+06	4.38767e+06	4.05637e+06	3.5304e+06	4.29931e+06	4.13166e+06	4.53227e+06	4.42667e+06	4.41589e+06	3.60694e+06	4.31114e+06	3.87292e+06	4.17602e+06	4.36323e+06	4.33229e+06	4.80461e+06	4.18052e+06	4.30628e+06	4.78122e+06	4.28611e+06	4.16352e+06	4.16415e+06
O43639	O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	4.43558e+06	4.19687e+06	4.40407e+06	4.50284e+06	4.46575e+06	4.73172e+06	4.48753e+06	4.19217e+06	4.34869e+06	4.23884e+06	4.47775e+06	4.77799e+06	4.24167e+06	3.66791e+06	3.94669e+06	3.46572e+06	3.8485e+06	4.32625e+06	4.48575e+06	4.45953e+06	4.43976e+06	4.74071e+06	4.62897e+06	4.38106e+06	4.63342e+06	4.31315e+06	4.21053e+06	4.50984e+06	4.52591e+06	4.49095e+06	3.70764e+06	3.92188e+06	3.6992e+06	4.17931e+06	5.09811e+06	4.98294e+06	5.28228e+06	4.88414e+06	4.75226e+06	4.62408e+06	4.73298e+06	5.18524e+06	4.46744e+06	5.31444e+06	4.8577e+06	4.72541e+06	4.42631e+06	4.0259e+06	3.62572e+06	3.63494e+06	4.08524e+06
O43639;P16333	O43639;P16333;C9J0K5;C9J869;C9JVV5;C9K098;E7EPF5;E7ERP6;E9PEE2;H7C5C7	NCK1_HUMAN;NCK2_HUMAN	NCK1;NCK2	Cytoplasmic protein NCK2	1.37513e+06	2.6586e+06	3.21912e+06	2.9326e+06	1.95915e+06	2.69214e+06	2.69421e+06	2.46057e+06	2.54727e+06	2.65535e+06	2.92139e+06	2.64538e+06	2.31035e+06	2.12494e+06	1.81388e+06	829677	1.87139e+06	2.38265e+06	1.70927e+06	2.57218e+06	1.95669e+06	2.78872e+06	2.86649e+06	1.77664e+06	1.18343e+06	1.40456e+06	2.03881e+06	2.65622e+06	2.48167e+06	1.66829e+06	2.31197e+06	1.29385e+06	1.44781e+06	2.10926e+06	1.55539e+06	2.30911e+06	2.72988e+06	2.43105e+06	2.14998e+06	2.03405e+06	1.97246e+06	2.70435e+06	2.60445e+06	2.56244e+06	3.19752e+06	1.81998e+06	2.36877e+06	2.36812e+06	1.56005e+06	1.18162e+06	1.74845e+06
O43665	O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	4.18735e+06	4.12401e+06	4.18719e+06	4.21261e+06	3.70689e+06	4.09012e+06	4.17818e+06	4.17654e+06	4.19692e+06	3.96698e+06	4.0916e+06	4.12455e+06	4.18429e+06	3.73832e+06	3.79027e+06	3.52109e+06	3.60047e+06	4.09777e+06	4.16141e+06	4.04355e+06	4.3941e+06	4.18064e+06	4.33856e+06	4.38227e+06	4.2045e+06	3.7306e+06	4.06215e+06	4.13581e+06	4.19116e+06	4.07923e+06	4.07062e+06	3.74837e+06	3.78771e+06	3.99472e+06	4.64004e+06	4.58195e+06	4.75238e+06	4.5017e+06	4.53435e+06	4.66036e+06	4.57976e+06	4.4221e+06	4.61748e+06	4.77675e+06	4.4215e+06	4.6964e+06	4.89023e+06	4.7753e+06	4.21656e+06	4.35729e+06	4.24857e+06
O43674	O43674;E7EWP0;H0Y886	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	82379.4	64968.8	86766.6		123876		189113	84350.6	71255.6	128065		52826.4	91341.9	451563	451939	433244	776315						57966.4		26760.4				85267.6		420635	438906	267089	436956	249803	65265.1	230716	264342	214358			167821	290331	246828	107952	146082	387246	360160	458147	171169	555186
O43676	O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	567391	253147	515825	463135	240107	668211	358699	201754	469076	500984	218513	420179	290842	245337	375964	314128	101139	243675	195821	482284	628114	365592	261260	239059	301227	219903	317009	188702	134727	368792	302952	378828	446139	344732	477797	131141	194379	174555	622595	111683	447564	481853	152288	235147	248253	566798	441462	492200	463341	311963	189731
O43678	O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	2.41229e+06	2.63633e+06	2.22158e+06	2.23261e+06	2.11078e+06	2.26166e+06	2.07269e+06	2.22923e+06	2.46721e+06	2.7365e+06	2.32139e+06	2.49589e+06	2.14667e+06	1.76206e+06	2.34231e+06	1.69869e+06	1.93482e+06	2.14046e+06	2.02619e+06	2.14031e+06	2.26836e+06	1.9723e+06	2.12544e+06	1.76673e+06	2.05843e+06	2.08836e+06	2.00359e+06	2.06094e+06	1.44709e+06	2.34282e+06	1.99639e+06	2.04201e+06	2.08334e+06	1.88162e+06	2.41662e+06	2.2097e+06	2.35114e+06	2.16401e+06	2.23084e+06	2.34948e+06	2.22539e+06	2.11651e+06	2.75874e+06	2.1764e+06	2.40458e+06	2.23455e+06	2.38972e+06	2.13909e+06	2.05077e+06	2.6482e+06	2.11697e+06
O43681	O43681	GET3_HUMAN	GET3	ATPase GET3	3.19375e+06	2.94403e+06	3.21004e+06	3.14261e+06	3.02798e+06	3.2057e+06	3.10493e+06	3.36184e+06	3.08066e+06	3.01997e+06	3.2687e+06	3.00758e+06	3.33682e+06	3.51073e+06	3.4533e+06	3.74691e+06	3.79968e+06	3.23782e+06	3.08542e+06	3.09386e+06	2.93845e+06	3.11953e+06	3.32456e+06	3.16828e+06	3.09791e+06	3.06141e+06	2.7702e+06	3.20685e+06	3.22865e+06	2.90513e+06	3.50129e+06	3.60298e+06	3.56188e+06	3.61438e+06	2.96031e+06	2.9528e+06	2.88336e+06	2.76003e+06	2.97922e+06	3.07008e+06	2.79526e+06	2.98919e+06	2.29461e+06	2.93593e+06	2.86458e+06	2.97227e+06	3.07328e+06	3.46656e+06	3.54849e+06	3.72914e+06	3.66006e+06
O43707	O43707;F5GXS2;H7C144	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	1.8048e+07	1.744e+07	1.78717e+07	1.77702e+07	1.66632e+07	1.80139e+07	1.79876e+07	1.7848e+07	1.75024e+07	1.77904e+07	1.78142e+07	1.75656e+07	1.80647e+07	1.48181e+07	1.54869e+07	1.45133e+07	1.47859e+07	1.95241e+07	1.87974e+07	1.88879e+07	1.92205e+07	1.95811e+07	1.91343e+07	1.92105e+07	1.92676e+07	1.89171e+07	1.93944e+07	1.96491e+07	1.93587e+07	1.81109e+07	1.60139e+07	1.65643e+07	1.64151e+07	1.69207e+07	1.86391e+07	1.81616e+07	1.80637e+07	1.82206e+07	1.81358e+07	1.84792e+07	1.8478e+07	1.8323e+07	1.82805e+07	1.82762e+07	1.81874e+07	1.82509e+07	1.81615e+07	1.58514e+07	1.65377e+07	1.55856e+07	1.5928e+07
O43707;P12814	O43707;P12814;F5GXS2;H0YJ11;H0YJW3;H7C144;H7C5W8;H9KV75	ACTN1_HUMAN;ACTN4_HUMAN	ACTN1;ACTN4	Alpha-actinin-4	1.8018e+08	1.75838e+08	1.70122e+08	1.70961e+08	1.66302e+08	1.76713e+08	1.7832e+08	1.63442e+08	1.6377e+08	1.60716e+08	1.68743e+08	1.79749e+08	1.71342e+08	1.2534e+08	1.42569e+08	1.53593e+08	1.50008e+08	1.8596e+08	1.8535e+08	1.83321e+08	1.89428e+08	1.81597e+08	1.77862e+08	1.81466e+08	1.76094e+08	1.8162e+08	1.835e+08	1.80519e+08	1.8029e+08	1.69431e+08	1.44482e+08	1.64269e+08	1.56514e+08	1.65199e+08	1.93661e+08	1.85475e+08	1.8159e+08	1.85393e+08	1.81717e+08	1.8195e+08	1.88015e+08	1.80793e+08	1.80191e+08	1.87887e+08	1.77553e+08	1.80806e+08	1.85443e+08	1.44859e+08	1.55696e+08	1.4587e+08	1.65173e+08
O43708	O43708;A0A0A0MR33;A0A0C4DFM0;G3V267;G3V3B9;G3V4T6;G3V5T0	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	142180	52647.8	125477	69389.8		72270.3		172717		173864				141423	346047	245622	146929				152970		173826		188062						300027	213982	241754	365908				181238					27266.1	200096		113358		429982	719798	394037	353906
O43741	O43741	AAKB2_HUMAN	PRKAB2	5'-AMP-activated protein kinase subunit beta-2	221856	270928	372525	304799	384051	265615	165189	304712	319932	193746	286839	193120	352783	218483	176134	96649.4	96387.4	244419	189268	89866.9	277635	233013	241635	246044	194675	200021	390044	212583	296540	341048	195643	192363	172623	251899	183653	269456	205883		161447	112792		105629		157578	176899	181610	391685	187780	303434	137256	112433
O43747	O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.52779e+06	1.30205e+06	1.47556e+06	1.55681e+06	1.32277e+06	1.65848e+06	1.56285e+06	1.59398e+06	1.49149e+06	1.61603e+06	1.65847e+06	1.41797e+06	1.84111e+06	2.98537e+06	3.08415e+06	2.96782e+06	2.79109e+06	1.56567e+06	1.4418e+06	1.60686e+06	1.2905e+06	1.38125e+06	1.65615e+06	1.45854e+06	1.36602e+06	1.55286e+06	1.41254e+06	1.51467e+06	1.49741e+06	1.51337e+06	3.15699e+06	2.99259e+06	2.92211e+06	2.78284e+06	1.53207e+06	1.43737e+06	1.3529e+06	1.57571e+06	1.58507e+06	1.68679e+06	1.53249e+06	1.54457e+06	1.36984e+06	1.50436e+06	1.7308e+06	1.73705e+06	1.66577e+06	2.97416e+06	2.74554e+06	2.81109e+06	2.56565e+06
O43752	O43752	STX6_HUMAN	STX6	Syntaxin-6	169555	158761	267119	153650	97289.9	194853	161809	216011	268318	207514	211330	266128	126432	301077	333638	117745	178044	155747	119311	134331	119275	156659	107235	270174	190050	116325	178222	85093.2	97204.9	116881	295770	93899.6	139838	99022.3	242305	159984	140107	127789	135721	201982	258204	201595	204630	412606	166114	222003	242957	262504	100782	197496	271130
O43760	O43760;K7ELS8	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	369991	274194	388162	464305	291357	205724	428360	366458	513528	285670	446916	286247	234677	525501	731071	240637	366357	200018	365531	457402	126033	362202	409828	414631	308824	334119	431456	407062	400875	263990	537476	436849	361722	307612	57982.6		143534	77560.8	103008	227858	128533	104911	60310.6		46475.5	235268	76685.9	968950	626102	137378	184623
