Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
P28062	P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	3.80487e+06	3.48176e+06	3.91573e+06	3.74374e+06	3.47653e+06	3.68671e+06	3.59536e+06	3.66938e+06	3.68183e+06	3.77731e+06	3.72662e+06	3.73532e+06	3.69958e+06	4.26734e+06	4.32808e+06	3.76198e+06	3.7136e+06	3.53107e+06	4.60568e+06	4.23726e+06	4.13809e+06	4.37781e+06	4.76083e+06	4.52064e+06	4.44913e+06	4.38693e+06	4.3477e+06	4.61532e+06	4.45944e+06	4.48774e+06	4.59248e+06	5.6455e+06	5.5112e+06	5.48689e+06	4.83692e+06	3.8782e+06	3.63582e+06	3.73157e+06	3.85789e+06	3.79945e+06	3.78632e+06	3.59683e+06	3.62052e+06	3.69539e+06	3.57377e+06	3.89142e+06	3.87256e+06	3.83722e+06	4.03623e+06	4.69654e+06	4.27674e+06	3.81546e+06	4.08168e+06
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	3.24536e+06	2.93849e+06	3.30431e+06	3.22732e+06	2.97276e+06	3.24511e+06	3.35891e+06	3.23051e+06	3.1432e+06	3.09951e+06	3.0882e+06	3.20427e+06	3.46928e+06	3.90465e+06	3.89567e+06	3.85747e+06	4.27636e+06	3.60776e+06	4.06555e+06	3.63783e+06	3.95848e+06	3.69734e+06	3.81187e+06	3.85296e+06	3.9006e+06	3.84099e+06	3.8945e+06	3.49496e+06	4.06459e+06	3.8549e+06	4.00265e+06	4.24385e+06	4.75383e+06	4.54281e+06	5.09087e+06	3.36432e+06	3.5189e+06	3.70347e+06	3.7775e+06	3.55569e+06	3.72486e+06	3.3774e+06	3.31907e+06	3.66709e+06	3.56317e+06	3.56115e+06	3.37303e+06	3.4577e+06	3.53109e+06	3.82353e+06	4.01101e+06	3.80342e+06	4.03217e+06
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	2.69854e+06	2.96164e+06	3.45079e+06	3.28996e+06	2.36605e+06	2.55903e+06	2.67055e+06	4.34628e+06	3.69196e+06	4.21822e+06	3.36082e+06	2.66081e+06	2.90203e+06	5.49801e+06	3.66288e+06	2.93076e+06	3.93221e+06	2.96852e+06	2.41384e+06	2.44178e+06	2.36502e+06	2.86374e+06	2.98209e+06	2.93043e+06	2.70839e+06	2.43296e+06	2.16902e+06	2.78002e+06	2.97686e+06	2.91687e+06	2.97772e+06	5.96e+06	4.65842e+06	3.38836e+06	5.14812e+06	2.91417e+06	1.89866e+06	3.37719e+06	3.35488e+06	3.79737e+06	3.24107e+06	2.92885e+06	2.4739e+06	3.97367e+06	4.15805e+06	3.86475e+06	3.18053e+06	2.93302e+06	4.24579e+06	5.66395e+06	3.93265e+06	2.81448e+06	5.23921e+06
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	2.15889e+06	2.27791e+06	2.55176e+06	2.69179e+06	2.27496e+06	2.31341e+06	1.58032e+06	2.42221e+06	1.95289e+06	1.99825e+06	2.3674e+06	1.61764e+06	1.56709e+06	2.6198e+06	2.56778e+06	2.69035e+06	2.80103e+06	1.96925e+06	2.12327e+06	1.93302e+06	1.95181e+06	2.19562e+06	2.07093e+06	1.97393e+06	2.15029e+06	2.24315e+06	1.96507e+06	1.98138e+06	1.97946e+06	1.93337e+06	1.18748e+06	2.08081e+06	2.23336e+06	2.15616e+06	2.24373e+06	1.52647e+06	2.17388e+06	1.73227e+06	2.2126e+06	2.37405e+06	2.24537e+06	2.32659e+06	2.43731e+06	1.36458e+06	2.35355e+06	1.92998e+06	2.64919e+06	2.53028e+06	1.62237e+06	2.57163e+06	2.72191e+06	2.05988e+06	3.00293e+06
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	240441		277784	227999	228815	356211	375144	294048	251939	212306	286461	332537	288179	303696	692271	530754	482095	315254	182609	152141	146403	236999	178662	239196	176020	57456.2	117565		253728		46069.7	432211	339289	277919	449972	214750	211806	158348	242584	193622	175025	293916	339955	278661	238737	224075	291949	351593	203273	503477	447185	570775	457412
P28161	P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	2.36421e+06	2.07314e+06	2.1013e+06	2.10898e+06	2.11456e+06	2.26707e+06	2.0499e+06	2.37155e+06	2.12182e+06	2.22378e+06	2.06296e+06	2.12476e+06	2.25256e+06	2.10877e+06	2.07936e+06	2.38894e+06	2.35836e+06	2.16316e+06	1.4507e+06	1.4707e+06	1.4648e+06	1.56274e+06	1.49173e+06	1.52704e+06	1.48148e+06	1.44443e+06	1.4133e+06	1.36983e+06	1.48052e+06	1.50761e+06	1.36405e+06	1.3668e+06	1.52141e+06	1.25608e+06	1.55412e+06	1.48866e+06	3.10141e+06	3.23423e+06	3.32756e+06	3.29603e+06	3.13349e+06	3.00587e+06	3.11137e+06	3.08893e+06	3.18413e+06	3.03097e+06	3.33561e+06	3.06983e+06	3.33176e+06	3.44402e+06	2.99104e+06	2.72198e+06	3.14212e+06
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	1.96845e+06	1.22767e+06	1.31404e+06	931569	728555	1.41382e+06	1.47956e+06	1.74425e+06	1.29339e+06	1.34831e+06	1.35486e+06	1.00395e+06	1.06017e+06	1.5682e+06	2.55366e+06	2.00842e+06	2.72887e+06	2.79813e+06	679472	553717	573355	591474	451657	422882	546075	194011	577980	599004	705840	547900	626100	774631	847873	688831	802709	597092	955010	1.00492e+06	1.24481e+06	247916	917062	328042	921683	1.17261e+06	652983	1.43729e+06	887515	1.08141e+06	1.09153e+06	1.02272e+06	1.32224e+06	1.04696e+06	1.38498e+06
P28290	P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	6.24932e+06	5.45953e+06	4.83177e+06	5.64659e+06	5.55128e+06	4.84e+06	6.51099e+06	5.31073e+06	4.78965e+06	5.66248e+06	5.84308e+06	5.61941e+06	5.92233e+06	3.87514e+06	4.38814e+06	4.45852e+06	5.67282e+06	4.68627e+06	5.66831e+06	6.10228e+06	7.22041e+06	5.44915e+06	5.88623e+06	6.02552e+06	5.44481e+06	6.04314e+06	6.88538e+06	5.85363e+06	5.5043e+06	6.67707e+06	5.74122e+06	5.23299e+06	5.75782e+06	6.7503e+06	3.83071e+06	6.67637e+06	7.93014e+06	6.28876e+06	5.9729e+06	5.32698e+06	4.6676e+06	4.43828e+06	5.12712e+06	5.98854e+06	4.90486e+06	3.79436e+06	5.72757e+06	5.96336e+06	6.30576e+06	3.09135e+06	1.47376e+07	5.69398e+06	5.06741e+06
P28331	P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	5.4355e+06	5.31403e+06	5.62662e+06	5.32297e+06	4.85013e+06	5.30118e+06	5.57481e+06	6.00252e+06	5.383e+06	5.87004e+06	5.68137e+06	5.69554e+06	6.03346e+06	6.44424e+06	6.90952e+06	7.15614e+06	6.97464e+06	4.98001e+06	4.61043e+06	4.78574e+06	5.31435e+06	5.20558e+06	5.20493e+06	5.23534e+06	5.20738e+06	4.78034e+06	5.58029e+06	5.40005e+06	5.64474e+06	5.80492e+06	5.89753e+06	6.48464e+06	6.06277e+06	5.95137e+06	6.02401e+06	5.07112e+06	5.31118e+06	4.56303e+06	4.52888e+06	5.00923e+06	4.33824e+06	4.61647e+06	5.15002e+06	5.49153e+06	5.31848e+06	4.38537e+06	4.29363e+06	4.87104e+06	5.3838e+06	6.21431e+06	7.47785e+06	5.28934e+06	5.47222e+06
P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	8.69076e+06	7.49195e+06	8.01711e+06	7.29931e+06	8.17405e+06	8.61068e+06	7.6934e+06	7.78906e+06	8.02185e+06	8.07541e+06	8.34931e+06	8.48918e+06	8.60655e+06	8.90224e+06	9.40668e+06	8.8585e+06	1.02987e+07	9.10831e+06	8.07682e+06	7.24583e+06	7.63047e+06	7.83939e+06	7.59707e+06	8.11119e+06	7.6782e+06	8.20234e+06	7.42674e+06	7.68412e+06	7.45366e+06	7.80387e+06	7.86637e+06	9.07805e+06	8.853e+06	9.48545e+06	1.0357e+07	8.4823e+06	9.37167e+06	9.05713e+06	9.14964e+06	8.68235e+06	9.60666e+06	8.893e+06	8.63691e+06	9.3232e+06	9.04512e+06	9.18716e+06	9.76581e+06	8.80294e+06	9.25649e+06	9.31439e+06	9.76396e+06	8.8905e+06	1.02338e+07
P28676	P28676	GRAN_HUMAN	GCA	Grancalcin	690325	1.09284e+06	944330	1.11233e+06	1.77852e+06	806907	1.34288e+06	1.20329e+06	1.16526e+06	1.35013e+06	810952	911247	1.15953e+06	1.50432e+06	1.64839e+06	1.71944e+06	1.85532e+06	1.08498e+06	1.86504e+06	726253	1.46377e+06	1.39139e+06	871568	1.30082e+06	1.04607e+06	1.48621e+06	1.45147e+06	1.41739e+06	1.43527e+06	1.10359e+06	1.40367e+06	1.87409e+06	1.52734e+06	1.49564e+06	1.63797e+06	718746	1.17922e+06	404811	567288	758463	602428	1.31337e+06	1.41371e+06	808260	814925	869245	808787	1.43049e+06	930449	1.52425e+06	1.30732e+06	1.25173e+06	1.3051e+06
P28799	P28799	GRN_HUMAN	GRN	Progranulin	2.97792e+06	2.97704e+06	2.76545e+06	3.16624e+06	2.96284e+06	3.43765e+06	3.08901e+06	3.01319e+06	2.64548e+06	2.76192e+06	3.31038e+06	3.24947e+06	2.69233e+06	1.67674e+06	1.53407e+06	1.75323e+06	1.87875e+06	2.88231e+06	2.15068e+06	2.04311e+06	2.14615e+06	2.21975e+06	2.48101e+06	2.27669e+06	2.27503e+06	2.03695e+06	1.98392e+06	2.50841e+06	2.65235e+06	2.46677e+06	2.3802e+06	1.47747e+06	1.21771e+06	1.2586e+06	1.62702e+06	2.34258e+06	3.38611e+06	3.54468e+06	3.33284e+06	3.26864e+06	3.60034e+06	3.23652e+06	3.15194e+06	3.57264e+06	3.19071e+06	3.2475e+06	3.49904e+06	3.02782e+06	3.78922e+06	2.72289e+06	2.38819e+06	2.19957e+06	2.08341e+06
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	2.58201e+06	2.48343e+06	2.54358e+06	2.57478e+06	2.20862e+06	2.59455e+06	2.53069e+06	2.62954e+06	2.58885e+06	2.5503e+06	2.62773e+06	2.49404e+06	2.52874e+06	2.51439e+06	2.44017e+06	2.30589e+06	2.33114e+06	2.50847e+06	2.64569e+06	2.64999e+06	2.67564e+06	2.69637e+06	2.76774e+06	2.7385e+06	2.6711e+06	2.62018e+06	2.62088e+06	2.62987e+06	2.73298e+06	2.62678e+06	2.61107e+06	2.71666e+06	2.64001e+06	2.46116e+06	2.55348e+06	2.62942e+06	2.56859e+06	2.5023e+06	2.38048e+06	2.53681e+06	2.52033e+06	2.41917e+06	2.47018e+06	2.52011e+06	2.45038e+06	2.26559e+06	2.46211e+06	2.31087e+06	2.55555e+06	2.51181e+06	2.35658e+06	2.16666e+06	2.39103e+06
P28907	P28907	CD38_HUMAN	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	1.38871e+06	1.40464e+06	1.45417e+06	1.14679e+06	902494	1.47693e+06	1.26623e+06	1.56896e+06	1.58681e+06	1.29521e+06	1.13487e+06	1.80525e+06	1.18546e+06	1.07392e+06	994122	979775	688511	996797	809969	1.08773e+06	1.11961e+06	1.26597e+06	1.10622e+06	1.67995e+06	1.12958e+06	1.18144e+06	1.1198e+06	790707	1.25185e+06	1.36259e+06	1.29298e+06	971546	994397	816622	709505	874511	1.61948e+06	2.0341e+06	1.81731e+06	1.87109e+06	1.70697e+06	1.43205e+06	1.71048e+06	1.90861e+06	1.43263e+06	1.9025e+06	1.613e+06	1.76367e+06	1.75633e+06	1.84711e+06	1.7963e+06	1.48699e+06	1.36378e+06
P29122	P29122	PCSK6_HUMAN	PCSK6	Proprotein convertase subtilisin/kexin type 6	1.1844e+07	1.23934e+07	1.2014e+07	1.20803e+07	1.0505e+07	1.245e+07	1.32406e+07	1.24649e+07	1.29606e+07	1.31457e+07	1.20969e+07	1.14011e+07	1.33804e+07	1.30512e+07	1.08282e+07	1.15596e+07	1.21191e+07	1.26742e+07	1.53111e+07	1.57085e+07	1.45865e+07	1.58834e+07	1.64298e+07	1.6372e+07	1.68342e+07	1.56345e+07	1.52238e+07	1.56605e+07	1.59802e+07	1.6043e+07	1.45166e+07	1.69674e+07	1.58258e+07	1.40193e+07	1.63382e+07	1.55136e+07	2.56754e+07	2.50176e+07	2.41114e+07	2.38979e+07	2.56928e+07	2.3224e+07	2.37888e+07	2.40187e+07	2.3737e+07	2.47612e+07	2.56522e+07	2.40169e+07	2.53692e+07	2.75331e+07	2.3108e+07	2.12098e+07	2.41831e+07
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	6.37382e+06	6.1141e+06	6.48703e+06	6.128e+06	6.36651e+06	6.55587e+06	6.45473e+06	6.31947e+06	6.35432e+06	6.41524e+06	6.19629e+06	6.41791e+06	6.60284e+06	6.48549e+06	6.69278e+06	6.21408e+06	6.78649e+06	6.69747e+06	6.17107e+06	5.89298e+06	6.10194e+06	6.11397e+06	6.13457e+06	6.22885e+06	5.92899e+06	6.21536e+06	6.00772e+06	5.9975e+06	6.28528e+06	6.22224e+06	6.29026e+06	6.32604e+06	6.05e+06	6.25309e+06	6.46913e+06	6.00172e+06	7.0769e+06	7.31906e+06	7.10098e+06	7.33741e+06	7.21974e+06	7.0036e+06	6.96917e+06	7.30666e+06	7.10633e+06	7.07054e+06	7.06347e+06	7.01089e+06	7.33253e+06	6.87311e+06	6.64691e+06	6.42594e+06	7.20945e+06
P29218	P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	6.8919e+06	6.39932e+06	6.78447e+06	6.42169e+06	6.99076e+06	6.7018e+06	6.56238e+06	6.87015e+06	6.63419e+06	7.02479e+06	6.81961e+06	6.64022e+06	6.46257e+06	6.72867e+06	7.02383e+06	6.57947e+06	6.13529e+06	6.18848e+06	7.33761e+06	7.37047e+06	7.23519e+06	7.20374e+06	7.0869e+06	7.5722e+06	7.78454e+06	7.32686e+06	6.80552e+06	7.11258e+06	6.86722e+06	7.09717e+06	7.99427e+06	8.12347e+06	8.1536e+06	7.67881e+06	6.86666e+06	6.48556e+06	7.93983e+06	7.73445e+06	7.72336e+06	8.08577e+06	7.98273e+06	8.43336e+06	8.00454e+06	7.66039e+06	8.18681e+06	8.14187e+06	7.81677e+06	8.48028e+06	8.11628e+06	8.70559e+06	7.69405e+06	6.9113e+06	7.06038e+06
P29279	P29279	CCN2_HUMAN	CCN2	CCN family member 2	7.19959e+07	1.28692e+08	3.25175e+06	3.16958e+06	3.52251e+06	3.54089e+06	4.0685e+06	5.17253e+06	6.9199e+06	9.31524e+06	1.62657e+07	2.82448e+07	4.23141e+07	2.22015e+06	2.3621e+06	2.0751e+06	2.36585e+06	3.30944e+06	7.53513e+07	1.41546e+08	5.91716e+06	5.92639e+06	6.20779e+06	6.46438e+06	7.28957e+06	7.54902e+06	9.10382e+06	1.1888e+07	1.98515e+07	2.73376e+07	4.60274e+07	4.22897e+06	4.28703e+06	4.37068e+06	4.32273e+06	4.73798e+07	9.57038e+07	1.76028e+08	6.44237e+06	7.18866e+06	6.4464e+06	7.52538e+06	8.32722e+06	8.83615e+06	1.09071e+07	1.33419e+07	2.54972e+07	3.59163e+07	5.53224e+07	4.45302e+06	4.59732e+06	4.87221e+06	4.52554e+06
P29317	P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	3.30252e+06	2.87026e+06	3.02004e+06	3.18368e+06	3.12554e+06	3.01569e+06	3.04893e+06	3.28357e+06	3.01216e+06	3.31333e+06	2.96458e+06	3.24891e+06	2.83415e+06		2.74145e+06	2.82174e+06	2.8295e+06	2.97575e+06	2.47146e+06	2.56231e+06	2.64096e+06	2.71824e+06	2.71153e+06	2.66464e+06	2.4984e+06	2.60447e+06	2.71011e+06	2.70499e+06	2.63852e+06	2.67643e+06	3.04113e+06	2.94039e+06	2.88562e+06	2.75365e+06	2.53896e+06	2.70738e+06	2.38255e+06	2.53934e+06			2.50372e+06	2.52223e+06	2.53292e+06	2.63453e+06	2.13747e+06		2.57274e+06	2.7026e+06		2.63186e+06	2.34993e+06	2.34164e+06	
P29350	P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	1.17805e+07	1.15958e+07	1.16749e+07	1.12813e+07	1.18188e+07	1.20146e+07	1.13471e+07	1.20022e+07	1.13787e+07	1.14013e+07	1.16332e+07	1.2175e+07	1.15823e+07	1.17909e+07	1.17802e+07	1.13957e+07	1.20087e+07	1.14907e+07	1.29493e+07	1.27111e+07	1.29583e+07	1.303e+07	1.36919e+07	1.36302e+07	1.30594e+07	1.33982e+07	1.29232e+07	1.29637e+07	1.27803e+07	1.34651e+07	1.29796e+07	1.34869e+07	1.43151e+07	1.34962e+07	1.32697e+07	1.36063e+07	1.25072e+07	1.21464e+07	1.22082e+07	1.2067e+07	1.23887e+07	1.21949e+07	1.21274e+07	1.23515e+07	1.23264e+07	1.22823e+07	1.23765e+07	1.20757e+07	1.2906e+07	1.29626e+07	1.26249e+07	1.17454e+07	1.13026e+07
P29353	P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	419304	455944	476608	465429	539786	485439	564624	541971	540245	649342	485838	605211	582161	388707	472199	360369	424647	429256	513146	503488	489383	525949	427310	559386	563976	537497	458197	499814	523831	539424	556459	547221	520163	402545	683344	620921	470516	384713	310093	486011	270347	515000	672846	568947	564412	557282	520575	650916	301018	374144	563976	411814	289970
P29401	P29401	TKT_HUMAN	TKT	Transketolase	6.29513e+06	6.42627e+06	6.10995e+06	6.41887e+06	5.87414e+06	6.41935e+06	5.84289e+06	6.20692e+06	6.17036e+06	6.37515e+06	6.33476e+06	6.35635e+06	5.86735e+06	5.74037e+06	5.06359e+06	4.9872e+06	5.88868e+06	5.88163e+06	6.57837e+06	6.5212e+06	6.65272e+06	6.97669e+06	6.46864e+06	6.61046e+06	6.14587e+06	6.44356e+06	6.13385e+06	6.35312e+06	6.42097e+06	6.45512e+06	6.28968e+06	6.10239e+06	5.6198e+06	5.3887e+06	5.8823e+06	5.86659e+06	6.82744e+06	6.83169e+06	6.56382e+06	6.67683e+06	6.41361e+06	6.58656e+06	6.65345e+06	7.10233e+06	6.87748e+06	6.68684e+06	6.34952e+06	6.32049e+06	6.25917e+06	6.03935e+06	5.93682e+06	5.44595e+06	5.97354e+06
P29466	P29466	CASP1_HUMAN	CASP1	Caspase-1	167277	283244	272694	302884		242709	210038		258563	283308	206316	223201	220868	276838	187901	522823				45556			239325	240742	202123		345249	275223	247422	256959	232868	221710	129829	600114			899664				146554	200064		794720		493748		319714		351340		765780	
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	5.71808e+06	5.67993e+06	5.82306e+06	5.65244e+06	5.18914e+06	5.61552e+06	5.63284e+06	5.79098e+06	5.59342e+06	5.57498e+06	5.74278e+06	5.67244e+06	5.31094e+06	5.7972e+06	5.44091e+06	4.78698e+06	5.6823e+06	5.61487e+06	5.04133e+06	5.011e+06	5.02377e+06	5.5145e+06	5.19513e+06	4.89003e+06	4.91032e+06	5.11666e+06	4.66812e+06	4.98585e+06	4.9307e+06	4.94132e+06	4.72644e+06	4.73864e+06	4.42255e+06	4.65499e+06	4.55275e+06	4.94016e+06	4.67506e+06	4.22293e+06	4.47357e+06	4.12545e+06	4.51619e+06	4.93359e+06	4.67759e+06	4.2685e+06	4.41304e+06	4.29552e+06	4.78198e+06	4.49658e+06	4.51311e+06	4.02807e+06	4.14581e+06	3.97613e+06	4.31946e+06
P29965	P29965	CD40L_HUMAN	CD40LG	CD40 ligand	1.25076e+06	1.61111e+06	1.47978e+06	1.25053e+06	1.18668e+06	1.15801e+06	1.45454e+06	1.49557e+06	1.04685e+06	1.22147e+06	1.36141e+06	1.31467e+06	1.23772e+06	1.25561e+06	1.33781e+06	1.28198e+06	1.15812e+06	1.18002e+06	1.28161e+06	1.05104e+06	1.4004e+06	1.27098e+06	1.22424e+06	1.41736e+06	1.29383e+06	1.32243e+06	1.12655e+06	1.62525e+06	1.35849e+06	1.36428e+06	1.33875e+06	1.67994e+06	1.23355e+06	1.23189e+06	1.46315e+06	1.26078e+06	1.8435e+06	1.44262e+06	1.473e+06	1.58856e+06	1.26518e+06	1.40831e+06	1.38928e+06	1.53061e+06	1.48991e+06	1.41679e+06	1.62167e+06	1.34661e+06	1.46869e+06	1.81361e+06	1.24772e+06	1.48547e+06	1.44854e+06
P29992	P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	1.9967e+06	1.82903e+06	1.97854e+06	1.91256e+06	2.15699e+06	2.07438e+06	1.94727e+06	2.20963e+06	2.12716e+06	2.19361e+06	2.25037e+06	2.13164e+06	2.26066e+06	4.42714e+06	4.7832e+06	4.36804e+06	4.75757e+06	1.87551e+06	1.85331e+06	1.61972e+06	1.7788e+06	1.70284e+06	1.76639e+06	1.95767e+06	1.68481e+06	1.81635e+06	1.67041e+06	1.65012e+06	1.77969e+06	1.79294e+06	2.04479e+06	4.18577e+06	4.38727e+06	4.45528e+06	4.36133e+06	1.77462e+06	1.0688e+06	1.03686e+06	757087	1.09689e+06	936229	1.32433e+06	983844	907401	1.05996e+06	924810	927507	1.14276e+06	1.28901e+06	2.91947e+06	3.37497e+06	3.2476e+06	3.32853e+06
P30038	P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	774597	698989	922562	784725	464408	743179	826847	968687	858494	857089	986663	889732	858914	989553	825771	981864	626279	745475	873970	870504	938132	739350	849432	882668	820168	940526	862090	858308	851188	856740	983310	914767	978086	976767	710398	966811	2.42996e+06	2.50475e+06	2.60929e+06	2.5358e+06	2.87047e+06	2.79036e+06	2.5896e+06	2.69943e+06	2.37e+06	2.41481e+06	2.37916e+06	2.76881e+06	2.88344e+06	2.51508e+06	2.49642e+06	2.67525e+06	2.41047e+06
